Loan,Region,Rating,EAD,LGD,PD,Alpha,Gamma,Threshold
35665,2,0,108955.99,0.3,0.0001,0.66,0.751265599,-3.719016485
35666,0,0,90480.68,0.3,0.0001,0.55,0.835164654,-3.719016485
35667,2,2,1934149.99,0.3,0.0006,0.74,0.672606869,-3.238880118
35669,0,4,1681493.81,0.3,0.0148,0.47,0.882666415,-2.175402064
35670,0,4,437687.17,0.3,0.0148,0.47,0.882666415,-2.175402064
35672,0,2,639052.13,0.3,0.0006,0.53,0.847997642,-3.238880118
35674,0,5,122619.61,0.3,0.0568,0.46,0.887918915,-1.582217179
35675,2,4,245266.32,0.3,0.0148,0.5,0.866025404,-2.175402064
35678,0,2,170945.64,0.3,0.0006,0.32,0.947417543,-3.238880118
35679,0,2,2305996.84,0.3,0.0006,0.53,0.847997642,-3.238880118
35680,2,4,282459.98,0.3,0.0148,0.57,0.821644692,-2.175402064
35686,2,3,85730.06,0.3,0.0064,0.36,0.932952303,-2.489285865
35687,0,0,518808.14,0.3,0.0001,0.55,0.835164654,-3.719016485
35689,2,4,1356654.87,0.3,0.0148,0.4,0.916515139,-2.175402064
35690,2,3,518689.93,0.3,0.0064,0.71,0.704201676,-2.489285865
35691,0,4,42856.75,0.3,0.0148,0.25,0.968245837,-2.175402064
35692,0,4,1342408.25,0.3,0.0148,0.64,0.768374908,-2.175402064
35694,0,4,124871.92,0.3,0.0148,0.57,0.821644692,-2.175402064
35695,2,4,3035614.84,0.3,0.0148,0.59,0.807403245,-2.175402064
35697,2,0,80657,0.3,0.0001,0.51,0.860174401,-3.719016485
35698,0,0,101589.26,0.3,0.0001,0.54,0.841665017,-3.719016485
35699,2,5,856405.49,0.3,0.0568,0.65,0.759934208,-1.582217179
35700,2,1,228029.35,0.3,0.0002,0.4,0.916515139,-3.540083799
35701,2,2,199276.15,0.3,0.0006,0.5,0.866025404,-3.238880118
35703,0,2,869424.03,0.3,0.0006,0.61,0.792401413,-3.238880118
35704,2,1,169574.92,0.3,0.0002,0.23,0.973190629,-3.540083799
35705,2,6,605919.2,0.3,0.0768,0.59,0.807403245,-1.426930252
35706,2,3,338042.76,0.3,0.0064,0.77,0.638043886,-2.489285865
35708,2,3,1171087.57,0.3,0.0064,0.79,0.613106842,-2.489285865
35710,0,4,989872.09,0.3,0.0148,0.32,0.947417543,-2.175402064
35712,0,3,1103017.81,0.3,0.0064,0.74,0.672606869,-2.489285865
35713,0,2,360280.9,0.3,0.0006,0.33,0.943980932,-3.238880118
35716,2,3,642252.78,0.3,0.0064,0.44,0.897997773,-2.489285865
35717,2,0,932537.44,0.3,0.0001,0.67,0.742361098,-3.719016485
35718,0,0,911498.51,0.3,0.0001,0.37,0.929031754,-3.719016485
35719,0,0,1286114.38,0.3,0.0001,0.65,0.759934208,-3.719016485
35720,0,1,344592.75,0.3,0.0002,0.3,0.953939201,-3.540083799
35722,0,5,1329842.27,0.3,0.0568,0.36,0.932952303,-1.582217179
35724,2,6,794540.49,0.3,0.0768,0.76,0.649923072,-1.426930252
35725,0,6,890986.61,0.3,0.0768,0.27,0.962860322,-1.426930252
35726,0,6,423240.33,0.3,0.0768,0.45,0.893028555,-1.426930252
35727,2,3,1374403.12,0.3,0.0064,0.21,0.977701386,-2.489285865
35728,0,6,1508180.54,0.3,0.0768,0.24,0.970772888,-1.426930252
35729,0,4,412660.69,0.3,0.0148,0.27,0.962860322,-2.175402064
35731,0,4,1663177.91,0.3,0.0148,0.67,0.742361098,-2.175402064
35732,2,6,1487709.07,0.3,0.0768,0.51,0.860174401,-1.426930252
35735,2,4,33394.77,0.3,0.0148,0.31,0.950736557,-2.175402064
35736,2,2,454875.49,0.3,0.0006,0.51,0.860174401,-3.238880118
35740,0,4,383796.61,0.3,0.0148,0.54,0.841665017,-2.175402064
35744,2,2,440871.06,0.3,0.0006,0.41,0.912085522,-3.238880118
35745,0,3,158937.58,0.3,0.0064,0.22,0.975499872,-2.489285865
35746,2,4,1602156.38,0.3,0.0148,0.29,0.957026645,-2.175402064
35747,0,6,1979027.94,0.3,0.0768,0.29,0.957026645,-1.426930252
35748,2,1,462239.32,0.3,0.0002,0.55,0.835164654,-3.540083799
35749,2,2,284648.94,0.3,0.0006,0.65,0.759934208,-3.238880118
35750,0,6,658851.63,0.3,0.0768,0.44,0.897997773,-1.426930252
35751,2,3,132582.72,0.3,0.0064,0.61,0.792401413,-2.489285865
35752,2,4,226237.51,0.3,0.0148,0.52,0.85416626,-2.175402064
35753,2,5,831141.67,0.3,0.0568,0.53,0.847997642,-1.582217179
35754,0,4,2711688.11,0.3,0.0148,0.5,0.866025404,-2.175402064
35755,2,2,259899.58,0.3,0.0006,0.29,0.957026645,-3.238880118
35757,2,2,471878.71,0.3,0.0006,0.22,0.975499872,-3.238880118
35758,0,5,1713576.93,0.3,0.0568,0.44,0.897997773,-1.582217179
35760,2,2,200884.91,0.3,0.0006,0.71,0.704201676,-3.238880118
35762,2,6,1754205.87,0.3,0.0768,0.65,0.759934208,-1.426930252
35763,0,4,548141.94,0.3,0.0148,0.46,0.887918915,-2.175402064
35764,0,4,69559.8,0.3,0.0148,0.47,0.882666415,-2.175402064
35765,2,4,62293.64,0.3,0.0148,0.49,0.871722433,-2.175402064
35767,0,5,835483.32,0.3,0.0568,0.35,0.9367497,-1.582217179
35768,0,2,1242278.46,0.3,0.0006,0.54,0.841665017,-3.238880118
35769,2,1,2700954.44,0.3,0.0002,0.69,0.723809367,-3.540083799
35770,0,5,23864.59,0.3,0.0568,0.61,0.792401413,-1.582217179
35775,2,0,340818.21,0.3,0.0001,0.54,0.841665017,-3.719016485
35776,2,3,820933.76,0.3,0.0064,0.73,0.683447145,-2.489285865
35777,0,2,596861.7,0.3,0.0006,0.2,0.979795897,-3.238880118
35779,0,4,46459.28,0.3,0.0148,0.26,0.965608616,-2.175402064
35780,0,0,122069.52,0.3,0.0001,0.71,0.704201676,-3.719016485
35781,0,0,94164.08,0.3,0.0001,0.25,0.968245837,-3.719016485
35782,2,6,2346938.27,0.3,0.0768,0.27,0.962860322,-1.426930252
35783,2,6,201154.49,0.3,0.0768,0.65,0.759934208,-1.426930252
35784,0,2,1635705.4,0.3,0.0006,0.67,0.742361098,-3.238880118
35786,0,3,1145242.68,0.3,0.0064,0.56,0.828492607,-2.489285865
35787,2,5,1909000.73,0.3,0.0568,0.39,0.920814857,-1.582217179
35789,2,3,469977.18,0.3,0.0064,0.51,0.860174401,-2.489285865
35790,0,2,34635.83,0.3,0.0006,0.3,0.953939201,-3.238880118
35792,0,6,16811.73,0.3,0.0768,0.57,0.821644692,-1.426930252
35793,2,0,549192.17,0.3,0.0001,0.31,0.950736557,-3.719016485
35794,0,5,24510.83,0.3,0.0568,0.36,0.932952303,-1.582217179
35795,2,0,982987.23,0.3,0.0001,0.22,0.975499872,-3.719016485
35796,0,5,286563.27,0.3,0.0568,0.22,0.975499872,-1.582217179
35797,0,3,1123311.88,0.3,0.0064,0.76,0.649923072,-2.489285865
35798,0,4,49437.68,0.3,0.0148,0.61,0.792401413,-2.175402064
35800,0,2,1404804.81,0.3,0.0006,0.26,0.965608616,-3.238880118
35801,2,1,667771.95,0.3,0.0002,0.78,0.625779514,-3.540083799
35802,0,5,1132925.53,0.3,0.0568,0.22,0.975499872,-1.582217179
35803,0,0,282181.58,0.3,0.0001,0.32,0.947417543,-3.719016485
35805,2,1,1014961.56,0.3,0.0002,0.6,0.8,-3.540083799
35806,0,1,237270.25,0.3,0.0002,0.61,0.792401413,-3.540083799
35807,0,1,423808.89,0.3,0.0002,0.77,0.638043886,-3.540083799
35808,2,3,430466.29,0.3,0.0064,0.38,0.924986486,-2.489285865
35812,2,3,83049.87,0.3,0.0064,0.66,0.751265599,-2.489285865
35813,2,3,1300447.98,0.3,0.0064,0.65,0.759934208,-2.489285865
35814,0,5,795398.17,0.3,0.0568,0.68,0.733212111,-1.582217179
35815,2,0,42317.99,0.3,0.0001,0.31,0.950736557,-3.719016485
35817,0,5,1306488.49,0.3,0.0568,0.52,0.85416626,-1.582217179
35818,0,1,608900.65,0.3,0.0002,0.56,0.828492607,-3.540083799
35821,0,4,70471.47,0.3,0.0148,0.45,0.893028555,-2.175402064
35822,0,0,746404.62,0.3,0.0001,0.3,0.953939201,-3.719016485
35823,2,2,1693392.43,0.3,0.0006,0.62,0.78460181,-3.238880118
35824,2,2,947319.92,0.3,0.0006,0.25,0.968245837,-3.238880118
35826,0,6,22118.34,0.3,0.0768,0.76,0.649923072,-1.426930252
35827,0,1,2352656.63,0.3,0.0002,0.47,0.882666415,-3.540083799
35828,0,0,538966.84,0.3,0.0001,0.22,0.975499872,-3.719016485
35830,2,1,1252568.59,0.3,0.0002,0.65,0.759934208,-3.540083799
35831,2,6,1944903.97,0.3,0.0768,0.45,0.893028555,-1.426930252
35832,2,1,168588.21,0.3,0.0002,0.34,0.940425436,-3.540083799
35834,2,1,141656.86,0.3,0.0002,0.75,0.661437828,-3.540083799
35835,0,1,64269.16,0.3,0.0002,0.5,0.866025404,-3.540083799
35836,0,2,834798.21,0.3,0.0006,0.72,0.693974063,-3.238880118
35838,0,4,304058.71,0.3,0.0148,0.57,0.821644692,-2.175402064
35839,2,4,20695.27,0.3,0.0148,0.31,0.950736557,-2.175402064
35840,0,0,80506.1,0.3,0.0001,0.62,0.78460181,-3.719016485
35841,0,3,337704.17,0.3,0.0064,0.52,0.85416626,-2.489285865
35845,0,1,967165.4,0.3,0.0002,0.33,0.943980932,-3.540083799
35846,2,5,16382.97,0.3,0.0568,0.73,0.683447145,-1.582217179
35848,2,2,83484.77,0.3,0.0006,0.75,0.661437828,-3.238880118
35849,2,2,184927.87,0.3,0.0006,0.24,0.970772888,-3.238880118
35850,2,0,517726.03,0.3,0.0001,0.43,0.902828887,-3.719016485
35852,2,1,1138858.26,0.3,0.0002,0.72,0.693974063,-3.540083799
35853,0,6,1127100.21,0.3,0.0768,0.47,0.882666415,-1.426930252
35854,0,2,1085310.78,0.3,0.0006,0.62,0.78460181,-3.238880118
35855,2,5,938982.14,0.3,0.0568,0.23,0.973190629,-1.582217179
35857,0,4,742400.46,0.3,0.0148,0.4,0.916515139,-2.175402064
35858,2,1,333206.35,0.3,0.0002,0.66,0.751265599,-3.540083799
35859,0,3,2030581.69,0.3,0.0064,0.54,0.841665017,-2.489285865
35862,2,2,217996.83,0.3,0.0006,0.57,0.821644692,-3.238880118
35863,0,3,69587.75,0.3,0.0064,0.66,0.751265599,-2.489285865
35865,0,4,275589.87,0.3,0.0148,0.53,0.847997642,-2.175402064
35866,2,6,1285550.82,0.3,0.0768,0.4,0.916515139,-1.426930252
35867,0,5,652016.51,0.3,0.0568,0.63,0.776595133,-1.582217179
35868,2,4,716021.86,0.3,0.0148,0.78,0.625779514,-2.175402064
35869,0,2,678498.63,0.3,0.0006,0.62,0.78460181,-3.238880118
35870,2,5,864573.05,0.3,0.0568,0.73,0.683447145,-1.582217179
35871,0,3,774032.71,0.3,0.0064,0.25,0.968245837,-2.489285865
35872,2,4,157935.27,0.3,0.0148,0.56,0.828492607,-2.175402064
35873,2,4,1490.15,0.3,0.0148,0.3,0.953939201,-2.175402064
35874,0,4,2864195.98,0.3,0.0148,0.65,0.759934208,-2.175402064
35875,2,0,1155872.85,0.3,0.0001,0.68,0.733212111,-3.719016485
35877,2,3,360525.93,0.3,0.0064,0.77,0.638043886,-2.489285865
35878,2,1,57580.11,0.3,0.0002,0.65,0.759934208,-3.540083799
35881,2,3,1712025.4,0.3,0.0064,0.22,0.975499872,-2.489285865
35883,0,6,1517163.79,0.3,0.0768,0.56,0.828492607,-1.426930252
35885,2,5,1357284.04,0.3,0.0568,0.37,0.929031754,-1.582217179
35887,0,4,490247.66,0.3,0.0148,0.45,0.893028555,-2.175402064
35888,0,4,626787.47,0.3,0.0148,0.75,0.661437828,-2.175402064
35889,0,3,631172.63,0.3,0.0064,0.25,0.968245837,-2.489285865
35890,2,1,577332.46,0.3,0.0002,0.25,0.968245837,-3.540083799
35891,2,6,3133799.86,0.3,0.0768,0.58,0.814616474,-1.426930252
35892,2,0,273595.06,0.3,0.0001,0.23,0.973190629,-3.719016485
35893,2,3,123263.74,0.3,0.0064,0.8,0.6,-2.489285865
35894,2,3,1869473.51,0.3,0.0064,0.72,0.693974063,-2.489285865
35895,2,4,165405.02,0.3,0.0148,0.65,0.759934208,-2.175402064
35896,0,4,1652923.32,0.3,0.0148,0.66,0.751265599,-2.175402064
35897,2,0,140546.25,0.3,0.0001,0.27,0.962860322,-3.719016485
35898,2,1,187588.12,0.3,0.0002,0.21,0.977701386,-3.540083799
35899,2,1,49945.84,0.3,0.0002,0.49,0.871722433,-3.540083799
35901,0,5,294659.14,0.3,0.0568,0.25,0.968245837,-1.582217179
35902,2,4,659163.28,0.3,0.0148,0.37,0.929031754,-2.175402064
35903,0,0,74481.27,0.3,0.0001,0.79,0.613106842,-3.719016485
35906,0,3,469898.72,0.3,0.0064,0.66,0.751265599,-2.489285865
35907,0,0,250733.66,0.3,0.0001,0.33,0.943980932,-3.719016485
35908,2,3,93269.55,0.3,0.0064,0.64,0.768374908,-2.489285865
35910,0,5,2372665.61,0.3,0.0568,0.61,0.792401413,-1.582217179
35911,2,3,371419.99,0.3,0.0064,0.71,0.704201676,-2.489285865
35913,2,0,958897.42,0.3,0.0001,0.21,0.977701386,-3.719016485
35914,2,4,686564.7,0.3,0.0148,0.73,0.683447145,-2.175402064
35918,2,5,771108.85,0.3,0.0568,0.79,0.613106842,-1.582217179
35921,2,4,220135.73,0.3,0.0148,0.26,0.965608616,-2.175402064
35923,2,3,836932.33,0.3,0.0064,0.71,0.704201676,-2.489285865
35924,2,6,547770.06,0.3,0.0768,0.59,0.807403245,-1.426930252
35925,2,0,660075.3,0.3,0.0001,0.6,0.8,-3.719016485
35926,0,3,621335.78,0.3,0.0064,0.36,0.932952303,-2.489285865
35929,0,1,970845.26,0.3,0.0002,0.75,0.661437828,-3.540083799
35931,0,2,1511752.93,0.3,0.0006,0.78,0.625779514,-3.238880118
35932,2,4,95261.44,0.3,0.0148,0.59,0.807403245,-2.175402064
35934,0,2,2120424.76,0.3,0.0006,0.26,0.965608616,-3.238880118
35935,0,6,1746414.07,0.3,0.0768,0.5,0.866025404,-1.426930252
35936,2,0,717001.13,0.3,0.0001,0.71,0.704201676,-3.719016485
35937,2,5,2489066.76,0.3,0.0568,0.64,0.768374908,-1.582217179
35938,2,1,899019.24,0.3,0.0002,0.47,0.882666415,-3.540083799
35939,2,0,153595.01,0.3,0.0001,0.28,0.96,-3.719016485
35940,0,5,1090720.62,0.3,0.0568,0.78,0.625779514,-1.582217179
35942,0,6,181040.42,0.3,0.0768,0.46,0.887918915,-1.426930252
35943,0,4,227609.74,0.3,0.0148,0.6,0.8,-2.175402064
35944,2,6,218574.06,0.3,0.0768,0.41,0.912085522,-1.426930252
35945,2,6,204239.14,0.3,0.0768,0.25,0.968245837,-1.426930252
35947,2,0,276007.64,0.3,0.0001,0.24,0.970772888,-3.719016485
35949,2,3,74074.33,0.3,0.0064,0.23,0.973190629,-2.489285865
35950,0,3,172129.5,0.3,0.0064,0.34,0.940425436,-2.489285865
35951,2,2,245245.25,0.3,0.0006,0.71,0.704201676,-3.238880118
35952,2,2,104505.96,0.3,0.0006,0.43,0.902828887,-3.238880118
35956,2,4,596971.15,0.3,0.0148,0.68,0.733212111,-2.175402064
35957,2,2,36518.64,0.3,0.0006,0.63,0.776595133,-3.238880118
35959,0,1,2274035.43,0.3,0.0002,0.37,0.929031754,-3.540083799
35960,2,0,99687.47,0.3,0.0001,0.53,0.847997642,-3.719016485
35961,2,5,779770.8,0.3,0.0568,0.73,0.683447145,-1.582217179
35962,2,1,868756.27,0.3,0.0002,0.6,0.8,-3.540083799
35963,0,5,732003.42,0.3,0.0568,0.51,0.860174401,-1.582217179
35964,0,0,2640298.54,0.3,0.0001,0.69,0.723809367,-3.719016485
35965,2,3,998858.49,0.3,0.0064,0.23,0.973190629,-2.489285865
35966,0,3,410705.25,0.3,0.0064,0.2,0.979795897,-2.489285865
35968,2,4,187319.12,0.3,0.0148,0.34,0.940425436,-2.175402064
35970,0,1,422942.41,0.3,0.0002,0.59,0.807403245,-3.540083799
35971,0,4,2729402.21,0.3,0.0148,0.41,0.912085522,-2.175402064
35972,0,2,266230.89,0.3,0.0006,0.49,0.871722433,-3.238880118
35973,0,1,287495.68,0.3,0.0002,0.55,0.835164654,-3.540083799
35974,2,5,706865.8,0.3,0.0568,0.77,0.638043886,-1.582217179
35975,2,1,1045665.3,0.3,0.0002,0.8,0.6,-3.540083799
35976,2,4,645038.42,0.3,0.0148,0.52,0.85416626,-2.175402064
35978,0,0,154863.22,0.3,0.0001,0.75,0.661437828,-3.719016485
35979,2,6,1244948.04,0.3,0.0768,0.56,0.828492607,-1.426930252
35981,0,6,1616846.17,0.3,0.0768,0.39,0.920814857,-1.426930252
35984,2,5,1537693.9,0.3,0.0568,0.56,0.828492607,-1.582217179
35985,2,5,1150108.92,0.3,0.0568,0.4,0.916515139,-1.582217179
35989,2,3,1046186.13,0.3,0.0064,0.54,0.841665017,-2.489285865
35990,2,0,387712.29,0.3,0.0001,0.55,0.835164654,-3.719016485
35993,2,1,8531.93,0.3,0.0002,0.69,0.723809367,-3.540083799
35994,0,4,88207.84,0.3,0.0148,0.21,0.977701386,-2.175402064
35995,2,2,982141.73,0.3,0.0006,0.42,0.907524104,-3.238880118
35996,2,1,2931332.46,0.3,0.0002,0.34,0.940425436,-3.540083799
35997,0,0,364665.15,0.3,0.0001,0.44,0.897997773,-3.719016485
35998,2,1,5104.17,0.3,0.0002,0.33,0.943980932,-3.540083799
35999,2,2,1420073.91,0.3,0.0006,0.49,0.871722433,-3.238880118
36000,2,5,140192.66,0.3,0.0568,0.78,0.625779514,-1.582217179
36001,0,6,130558.6,0.3,0.0768,0.8,0.6,-1.426930252
36002,2,0,242743.88,0.3,0.0001,0.71,0.704201676,-3.719016485
36005,0,3,487017.18,0.3,0.0064,0.72,0.693974063,-2.489285865
36006,0,3,39809.82,0.3,0.0064,0.38,0.924986486,-2.489285865
36007,0,4,307304.22,0.3,0.0148,0.25,0.968245837,-2.175402064
36008,0,6,762201.05,0.3,0.0768,0.21,0.977701386,-1.426930252
36009,2,4,240848.08,0.3,0.0148,0.35,0.9367497,-2.175402064
36010,0,2,374974.8,0.3,0.0006,0.45,0.893028555,-3.238880118
36011,2,2,58669.62,0.3,0.0006,0.74,0.672606869,-3.238880118
36014,0,5,1092464.46,0.3,0.0568,0.47,0.882666415,-1.582217179
36015,0,2,225883.13,0.3,0.0006,0.65,0.759934208,-3.238880118
36016,0,3,481769.89,0.3,0.0064,0.41,0.912085522,-2.489285865
36018,0,0,46238.59,0.3,0.0001,0.5,0.866025404,-3.719016485
36020,0,1,43513.71,0.3,0.0002,0.75,0.661437828,-3.540083799
36021,2,0,1101941.64,0.3,0.0001,0.75,0.661437828,-3.719016485
36022,2,5,59239.54,0.3,0.0568,0.37,0.929031754,-1.582217179
36023,0,0,356629.75,0.3,0.0001,0.52,0.85416626,-3.719016485
36024,2,3,1055602.92,0.3,0.0064,0.59,0.807403245,-2.489285865
36025,2,6,1154917.97,0.3,0.0768,0.55,0.835164654,-1.426930252
36026,0,4,709020.51,0.3,0.0148,0.39,0.920814857,-2.175402064
36027,0,2,701167.42,0.3,0.0006,0.54,0.841665017,-3.238880118
36028,2,5,290794.58,0.3,0.0568,0.55,0.835164654,-1.582217179
36029,0,5,358875.12,0.3,0.0568,0.78,0.625779514,-1.582217179
36030,2,2,898890.81,0.3,0.0006,0.71,0.704201676,-3.238880118
36031,0,5,831555.13,0.3,0.0568,0.74,0.672606869,-1.582217179
36035,2,3,209591.81,0.3,0.0064,0.75,0.661437828,-2.489285865
36036,0,5,260015.66,0.3,0.0568,0.78,0.625779514,-1.582217179
36037,2,5,665661,0.3,0.0568,0.22,0.975499872,-1.582217179
36039,2,5,798939.64,0.3,0.0568,0.79,0.613106842,-1.582217179
36041,2,0,971356.26,0.3,0.0001,0.44,0.897997773,-3.719016485
36043,0,2,195798.79,0.3,0.0006,0.48,0.877268488,-3.238880118
36044,0,6,105659.57,0.3,0.0768,0.72,0.693974063,-1.426930252
36046,2,4,313296.08,0.3,0.0148,0.59,0.807403245,-2.175402064
36047,0,3,33673.15,0.3,0.0064,0.5,0.866025404,-2.489285865
36048,2,2,496867.83,0.3,0.0006,0.26,0.965608616,-3.238880118
36049,0,0,65019.91,0.3,0.0001,0.77,0.638043886,-3.719016485
36050,0,6,466766.74,0.3,0.0768,0.21,0.977701386,-1.426930252
36051,2,5,354024.88,0.3,0.0568,0.65,0.759934208,-1.582217179
36052,0,5,131504.42,0.3,0.0568,0.41,0.912085522,-1.582217179
36053,0,2,237465.61,0.3,0.0006,0.65,0.759934208,-3.238880118
36054,2,4,24442.4,0.3,0.0148,0.31,0.950736557,-2.175402064
36055,0,1,243537.42,0.3,0.0002,0.21,0.977701386,-3.540083799
36056,0,2,117660.6,0.3,0.0006,0.71,0.704201676,-3.238880118
36057,0,2,208418.51,0.3,0.0006,0.62,0.78460181,-3.238880118
36058,0,2,1841880.33,0.3,0.0006,0.6,0.8,-3.238880118
36061,2,4,375821.31,0.3,0.0148,0.24,0.970772888,-2.175402064
36063,0,4,74640.97,0.3,0.0148,0.65,0.759934208,-2.175402064
36064,2,2,110621.52,0.3,0.0006,0.26,0.965608616,-3.238880118
36065,0,6,1206799.64,0.3,0.0768,0.33,0.943980932,-1.426930252
36066,0,1,126767.7,0.3,0.0002,0.51,0.860174401,-3.540083799
36067,2,2,888427.92,0.3,0.0006,0.29,0.957026645,-3.238880118
36068,0,2,822646.9,0.3,0.0006,0.56,0.828492607,-3.238880118
36069,2,3,930132.86,0.3,0.0064,0.71,0.704201676,-2.489285865
36070,0,0,2731477.66,0.3,0.0001,0.72,0.693974063,-3.719016485
36071,0,4,380303.62,0.3,0.0148,0.38,0.924986486,-2.175402064
36074,0,1,618279.32,0.3,0.0002,0.4,0.916515139,-3.540083799
36075,2,0,650761.09,0.3,0.0001,0.46,0.887918915,-3.719016485
36076,2,3,282395.1,0.3,0.0064,0.29,0.957026645,-2.489285865
36077,0,0,161545.01,0.3,0.0001,0.47,0.882666415,-3.719016485
36078,0,2,636148.89,0.3,0.0006,0.49,0.871722433,-3.238880118
36079,2,5,28860.37,0.3,0.0568,0.38,0.924986486,-1.582217179
36080,2,1,234767.01,0.3,0.0002,0.74,0.672606869,-3.540083799
36081,0,1,195644.36,0.3,0.0002,0.46,0.887918915,-3.540083799
36082,2,4,1448376.43,0.3,0.0148,0.31,0.950736557,-2.175402064
36083,0,1,442973.71,0.3,0.0002,0.61,0.792401413,-3.540083799
36085,2,0,78770.54,0.3,0.0001,0.46,0.887918915,-3.719016485
36086,0,5,84852.05,0.3,0.0568,0.25,0.968245837,-1.582217179
36087,0,2,109592.09,0.3,0.0006,0.7,0.714142843,-3.238880118
36088,2,6,222944.34,0.3,0.0768,0.46,0.887918915,-1.426930252
36090,2,6,93425.78,0.3,0.0768,0.61,0.792401413,-1.426930252
36091,2,4,475390.84,0.3,0.0148,0.47,0.882666415,-2.175402064
36093,2,0,1129332.74,0.3,0.0001,0.6,0.8,-3.719016485
36094,0,2,439044.38,0.3,0.0006,0.58,0.814616474,-3.238880118
36096,2,5,647038.67,0.3,0.0568,0.5,0.866025404,-1.582217179
36098,2,5,558391.07,0.3,0.0568,0.79,0.613106842,-1.582217179
36100,0,2,872497.83,0.3,0.0006,0.22,0.975499872,-3.238880118
36102,0,5,239135.73,0.3,0.0568,0.69,0.723809367,-1.582217179
36104,2,5,339981.77,0.3,0.0568,0.24,0.970772888,-1.582217179
36105,0,6,17352.62,0.3,0.0768,0.51,0.860174401,-1.426930252
36106,2,6,119018.98,0.3,0.0768,0.66,0.751265599,-1.426930252
36107,0,3,464905.84,0.3,0.0064,0.79,0.613106842,-2.489285865
36109,0,0,535505.59,0.3,0.0001,0.77,0.638043886,-3.719016485
36111,0,1,7395.16,0.3,0.0002,0.32,0.947417543,-3.540083799
36112,2,5,127077.85,0.3,0.0568,0.44,0.897997773,-1.582217179
36113,2,5,735360.82,0.3,0.0568,0.45,0.893028555,-1.582217179
36114,0,2,31026.28,0.3,0.0006,0.42,0.907524104,-3.238880118
36115,2,5,656413.53,0.3,0.0568,0.6,0.8,-1.582217179
36116,0,4,639303.59,0.3,0.0148,0.62,0.78460181,-2.175402064
36117,2,2,106017.96,0.3,0.0006,0.4,0.916515139,-3.238880118
36118,0,6,302508.95,0.3,0.0768,0.28,0.96,-1.426930252
36119,2,5,773718.38,0.3,0.0568,0.65,0.759934208,-1.582217179
36120,0,2,430576.98,0.3,0.0006,0.52,0.85416626,-3.238880118
36121,0,0,858632.68,0.3,0.0001,0.21,0.977701386,-3.719016485
36122,2,2,637196.24,0.3,0.0006,0.45,0.893028555,-3.238880118
36125,0,4,128517.13,0.3,0.0148,0.79,0.613106842,-2.175402064
36127,0,6,222920.58,0.3,0.0768,0.38,0.924986486,-1.426930252
36128,2,1,863381.18,0.3,0.0002,0.58,0.814616474,-3.540083799
36129,2,5,1368070.18,0.3,0.0568,0.32,0.947417543,-1.582217179
36131,2,5,1428.28,0.3,0.0568,0.25,0.968245837,-1.582217179
36132,0,6,2032556.67,0.3,0.0768,0.58,0.814616474,-1.426930252
36133,0,1,313975.64,0.3,0.0002,0.37,0.929031754,-3.540083799
36134,2,3,201263.2,0.3,0.0064,0.68,0.733212111,-2.489285865
36135,2,2,113612.06,0.3,0.0006,0.48,0.877268488,-3.238880118
36137,2,6,164822.14,0.3,0.0768,0.39,0.920814857,-1.426930252
36138,2,6,388154.04,0.3,0.0768,0.47,0.882666415,-1.426930252
36139,0,5,261334.59,0.3,0.0568,0.36,0.932952303,-1.582217179
36142,0,4,2130771.8,0.3,0.0148,0.65,0.759934208,-2.175402064
36144,0,5,1153509.3,0.3,0.0568,0.32,0.947417543,-1.582217179
36146,2,5,888664.47,0.3,0.0568,0.68,0.733212111,-1.582217179
36147,0,6,288739.78,0.3,0.0768,0.61,0.792401413,-1.426930252
36148,0,4,844608.91,0.3,0.0148,0.45,0.893028555,-2.175402064
36150,2,4,1000721.43,0.3,0.0148,0.4,0.916515139,-2.175402064
36152,2,6,217585.24,0.3,0.0768,0.35,0.9367497,-1.426930252
36153,0,5,595184.64,0.3,0.0568,0.34,0.940425436,-1.582217179
36155,2,2,410894.5,0.3,0.0006,0.46,0.887918915,-3.238880118
36156,2,4,580171.64,0.3,0.0148,0.67,0.742361098,-2.175402064
36159,2,0,261454.97,0.3,0.0001,0.33,0.943980932,-3.719016485
36160,0,2,709225.37,0.3,0.0006,0.31,0.950736557,-3.238880118
36161,0,3,207596.75,0.3,0.0064,0.61,0.792401413,-2.489285865
36162,0,0,1089998.12,0.3,0.0001,0.57,0.821644692,-3.719016485
36163,2,1,993019.97,0.3,0.0002,0.61,0.792401413,-3.540083799
36164,2,6,1219024.32,0.3,0.0768,0.43,0.902828887,-1.426930252
36168,0,5,1359174.66,0.3,0.0568,0.31,0.950736557,-1.582217179
36169,2,5,3222945.19,0.3,0.0568,0.71,0.704201676,-1.582217179
36171,2,3,320793.01,0.3,0.0064,0.77,0.638043886,-2.489285865
36172,2,5,65083.3,0.3,0.0568,0.29,0.957026645,-1.582217179
36174,2,1,894224.85,0.3,0.0002,0.25,0.968245837,-3.540083799
36175,2,1,1076195.62,0.3,0.0002,0.51,0.860174401,-3.540083799
36177,0,1,344377.08,0.3,0.0002,0.42,0.907524104,-3.540083799
36179,0,3,666029.26,0.3,0.0064,0.79,0.613106842,-2.489285865
36180,2,6,162159.12,0.3,0.0768,0.43,0.902828887,-1.426930252
